text,label,naive_bayes_prediction
ncnphixon hmm bener tp ai yg maksud yg literally ajak omong ato ngejawab soal kyk chatgpt,Positif,Positif
richafandilove zimzimmer shamsiteh pi mampoih la english ka pon hang ngan mak hang pon pi mampoih betul translation la bugima istilah reply or thread dlm bahasa benang toksah harap sgt kat google chatgpt tu la malaun oii bodo bodo,Positif,Positif
gasoliners ngobrol chatgpt,Negatif,Negatif
kocak materi chatgpt,Netral,Netral
influencerjr ni chatgpt sio chartgpt kaka,Netral,Netral
seok manusia chatgpt serba,Netral,Netral
andai kuliah udah chatgpt,Netral,Netral
cimbomfacts bu da chat gpt,Negatif,Netral
haissshh pake avkor aja dah mlah pasang foto anabul  emng bener ngobrol sm chat gpt yg ga mandang fisik rupa,Negatif,Negatif
bro litterally gw malam ngelakuin sampe ngetuit yg nya benerbener copas gw edit line dockerfile sampe code nya copas claude emang op banget prompt nya gw copas prompt gw pake chatgpt dapet,Positif,Positif
kalo butuh bantu ai prefer pake chatgpt gemini claude alasanya,Positif,Positif
wokegpt chatgpt woke trump ai,Netral,Netral
nami kastorya chat gpt ah hahahah,Netral,Netral
chatgpt nin iq amk,Netral,Netral
amthatguytyler chat gpt uyu,Netral,Netral
tai tolong chatgpt wkwkwkwkwkwkw,Negatif,Negatif
chatgpt hidup makna,Netral,Netral
chatgpt l simisimi all hail simi simi the og chat gpt,Netral,Netral
chat gpt aja kena mental,Netral,Netral
chatgpt serah,Netral,Netral
butuh chat gpt premium open patungan,Positif,Positif
albertogonc chatgpt antisemita,Netral,Netral
sumpah bilang terimakasih bgt yg udah nyiptain chatgpt,Positif,Positif
lynxluna kalo import mah chatgpt,Netral,Netral
nnti ku masuk ui chatgpt,Netral,Netral
justkaitoo ibjela ya ss chatgpt bongkak u wujud sezamam rasulallah nabi nabi abad wafat islam takluk empayar sassasin parsi pd khalifa abu bakar yg laku pd u slps takluk islam x sure i fact check twice n verified,Netral,Netral
chat gpt prem o private yg satset cepet zonauang zonajajan zonaba,Netral,Netral
oppenheimher chat gpt tuhan alien beda percaya ilmu tahu,Netral,Positif
skogkar chatgpt hahahahaha,Netral,Netral
chatgpt,Netral,Netral
rouselyn nilitaka nikusifie rose ila sasa naogopa spana za wapwa kwa hisani ya chat gpt risala ya maua yako inakuja dm huko,Netral,Netral
gw tau ai yg njir tau chat gpt doang,Netral,Netral
saturnsion bsa,Netral,Netral
chat gpt premium individual plan zonajajan zonaba zonauang,Positif,Netral
maloveayy akuu,Netral,Netral
cuy capek nugas bangettt bangett langsung kerja kak harga murah high quality banget testi udah ribu wa fsr zonauang,Positif,Positif
wonubali akuu juall,Netral,Netral
bookclubuz kelib chiqyaptiki shunda hozir chatgpt shundo oldida sizga yolg on ma lumotni chiqarib dim a nima bo ladi sizi ishonchiz va keyingi qarorlariz shunga bog liq bo lsa,Netral,Netral
zonauang chatgpt prem bulan brp ya,Netral,Netral
mllkyxway suruh chatgpt aja udah,Netral,Netral
tonjukuk chat gpt tasarlamis bunlari,Netral,Netral
chief tentu chatgpt format hero oc name nama kelompok abc contoh format hero anna bb a,Positif,Positif
eluckyboi benerrr siapaa,Positif,Netral
nimechoka kujificha me ndio huwa najibu maswali zenu huko chat gpt,Netral,Netral
citer ni tetiba ramai tweet pasal degree from university chatgpt ni cerita lepas train,Positif,Positif
allow yg nyari fh open pagi open ress ni netflix otp hh canva fullgaransi thn grammarly gtc quillbot deepl pl chatgpt lengkap yg ketuk dmnya zonajajan zonauang,Negatif,Negatif
arkenshadehq chat gpt doang jomblo ga hubung,Netral,Netral
gue ga pikir chatgpt ya wkwkwk,Netral,Netral
heartkxre   ,Netral,Netral
ngga kedetect chat gpt sedih neng,Negatif,Negatif
pinabreak down k sa chatgpt nyahsajshaja,Netral,Netral
ksyourz kawawang chatgpt napilitan pa,Negatif,Negatif
untung udh nyimpen list lagu chat gpt,Positif,Positif
ibjela jdi chatgpt ni x eh,Netral,Netral
hindi naman siguro to chatgpt noh isang mwa mwa nga,Positif,Positif
ibjela tumpang chatgpt ni bongak,Negatif,Netral
anjritttttttt akun buzer pake chatgpt kh,Netral,Netral
ohmyvnus wakakakakayyyy,Netral,Netral
fh chatgpt ridi alldur zonauang,Netral,Netral
evoryone mustahil sihh gapapa,Negatif,Netral
lameahhbrodie badruthehollow machine learning dasar pattern recognition diagnosis pattern recognition turut sah sah aja dokter pake chatgpt kurang salah diagnosis chatgpt pakai divalidasi sertifikasi sih,Positif,Positif
harap kuliah teknik elektro dapet ipk kak gapapa dek kakak ken gitu,Netral,Netral
sannsuka adriandanarw versi chat gpt gratis,Positif,Netral
stmj kirananiaaa anjay,Netral,Netral
stmj kirananiaaa yes langsung kuinget wkwkwkwk,Netral,Netral
kirananiaaa stmj cocok cewe rocker,Positif,Netral
badruthehollow ntar dokter dokter buka chatgpt diagnosis,Netral,Netral
sandyourheart chatgpt keren ya,Positif,Netral
zohalusi wkwkwkwk gapapa jie gaada laarangan make chatgpt bolehla,Positif,Positif
chuwran udah bener chatgpt butuh selamat,Positif,Positif
otak afk re sejong gege kondisi kelompok sisa otak chatgpt,Netral,Netral
sharing chatgpt minggu zonaba zonajajan,Netral,Netral
sharing chatgpt minggu zonaba zonajajan joki,Netral,Netral
kenalkripto yunepto chat gpt langsung bls bg,Netral,Netral
stickgetar stickgetar kak dya info paket langgan chat gpt sedia ya makasih dya,Negatif,Negatif
allow yg nyari fh open pagi open ress ni netflix otp hh canva fullgaransi thn grammarly gtc quillbot deepl pl chatgpt lengkap yg ketuk dmnya zonajajan zonauang,Negatif,Negatif
yurisabrori budibukanintel halah modal chatgpt,Netral,Netral
bal,Netral,Netral
chat gpt gjls hp gua yg gjls ya,Negatif,Negatif
menfess temenan etmin chatgpt nih t yourspresso,Negatif,Negatif
telkomsel enten gak paket langgan chatgpt,Netral,Netral
alitothek sara scenario chat gpt ki btao bnda masla kr de ga,Netral,Netral
bal,Netral,Netral
bal lets go,Netral,Netral
ingat nilainilai angka ukur tekad semangat potensi sungguh milik tantang sempat ajar tumbuh chat gpt,Positif,Positif
yangajungwon eh semangat aja ya dd hidup emg berat kl konten limpah yaudah chatgpt aja,Positif,Positif
chatgpt pon assume orang malas malas degree pon orang sambung orang sambung degree orang nerd kau pandang keping kertas so paksa ambil tiada langsung benefits alam kerja nyata,Negatif,Positif
sarjana ai honorable mention gue chatgpt sm gemini,Netral,Netral
tibatiba chatgpt,Positif,Netral
gw gabisa ips ekonomi aja gw ngegendong bgst capek anjing dikit dikit chatgpt akurat sumber,Positif,Positif
wkwkwkwk malumaluin tuh pake chatgpt noh,Negatif,Negatif
maniccreep omggg yayayayayy ilysmmm mwahhh ,Positif,Netral
padtle nanya chatgpt,Netral,Netral
taiyufujiwara nyontek aja chatgpt cepet,Negatif,Netral
hidup chatgpt,Netral,Netral
wgwgwg owwaaaooorghhhhhh,Netral,Netral
butterurcup kek gw sebel bat sm orang yg pke chatgpt gw jg pake chatgpt tp ya klo desperate aja gw jg gak berani pke chatgpt klo presentasi makalah pukimak emg otak dongo,Positif,Positif
ahmoonbaby pakai chat gpt yah tahu,Netral,Netral
meiratheya blg pke bahasa inggris ngga ngapain ngga ngelanggar rules gitu pake chatgpt aja skrgmah ngerangkainya,Netral,Netral
parknabie pakai chat gpt,Netral,Netral
iseng nanya chat gpt jawab ngena banget,Positif,Netral
tau gak si guys searchgpt tantang google induk chatgpt umum luncur searchgpt mesin cari bas ai saing google bonusdemografi indonesiaemas chatgpt google searchgpt,Positif,Positif
fitur gabung informasi real time produk chatgpt kembang ekonomi adadikompas,Positif,Positif
fitur gabung informasi real time produk chatgpt kembang ekonomi adadikompas,Positif,Positif
sukoo speedviperr guanwoop kocak tuh chat gpt kmrn cch nya choi chan hee tulis nama asli lu pdhl kim seonwoo,Positif,Positif
statsfeed gemini chat gpt,Netral,Netral
sukoo guanwoop chatgpt kadang sebal,Negatif,Negatif
speedviperr guanwoop diem gk gue lg tuduh pengki sm kelompok perkara percaya chat gpt sm clue cch,Negatif,Negatif
ni jawapan based on chatgpt apahal salah je,Positif,Positif
ready nih akun chatgpt sharing kbulan akses gpt testimoni cek pinned yahh fast response zonauang,Negatif,Negatif
nonajenlee pake ai chatgpt yaa cerita nya,Netral,Netral
jonabb sleepyaurora sendo toriatheisttori kenneth isaiah,Netral,Netral
jonabb sleepyaurora sendo toriatheisttori kenneth isaiah,Netral,Netral
jidatjedot pantesan gua kek aneh baca bangkek jipa tp makasih niat sampe pakek chatgpt wkwkwkwkwkkwkw anjir ngakak banget gua,Positif,Positif
butuh chat gpt premium gaes,Positif,Positif
jual chat gpt pro nggak sih,Positif,Positif
gk sih yg dongo tp ttp kesel bangsaattt iduplu ngandelin chatgpt doang kntol lu nnti skripsi mampus gw,Positif,Positif
gasih lu nyari password privatter chatgpt,Negatif,Negatif
andrywaseso chatgpt coba kak,Netral,Netral
coba rangkum buku dr zulfiqar bantu chatgpt baca gambar diskursus obyektif tradisi islam topik beda pandang lengkap baca buku,Negatif,Negatif
i think uts online smua susah susah sampe gak internet chatgpt aneh kudu pake nalar pas baca sumber salah chatgpt cheat sengaja bikin susah,Positif,Positif
hyunjaerecord pake chat gpt bngung bales,Netral,Netral
diskusi chatgpt corporate finance sampek shareholder value eva udahlah kagak ngantuk melek astaghfirullah sakit neh,Negatif,Negatif
academicem abbasnasir najamali chatgpt said terri maan ji choot,Netral,Netral
buti pa chat gpt,Netral,Netral
ngl chatgpt is kinda insane,Netral,Netral
syahmirafsan youtube n pair tahu dpt youtube tu chatgpt,Netral,Netral
anumummm wo tu tm nay chat gpt sai dekh kr likhi thi,Netral,Netral
urjunqwon tag chatgpt biar aja diving sesat,Negatif,Negatif
anjimenation udah chatgpt banh,Netral,Netral
solusi chatgpt,Netral,Netral
dangerous solarpromotionsociety getwellsoonpakistan energysavinghour metgala chatgpt,Positif,Positif
pta ni abi tk kya soch rhy hn sb solarpromotionsociety getwellsoonpakistan energysavinghour metgala chatgpt,Positif,Positif
carryminati tera chatgpt kharab he,Netral,Netral
index factor aik aham mantaqai qaumi namuna hai jo kisi numaya index ko mukhtalif waqt dor kee qeemat kay hisaab tabdeel karta hai index factor taqreeban har index liye alag alag hota hai aur ye har maheenay ya har saal tabdeel hota hai chatgpt fatimabhutto,Negatif,Negatif
coneundeur chatgpt apadeh kepo,Netral,Netral
safhirafr mhsiswanya pake chatgpt dosen ai la pas,Netral,Netral
carryminati aap ho hi itne cringy carry bhaiya bechara chatgpt bhi cringe bhar jaata hoga apki likhai dekh k,Netral,Netral
bygkan gabung teknologi realtime cc tu masuk teknlogi ai chatgpt cthnya output chatgpt kpd ai baca teks borak dgn ai nnt kagum scary,Positif,Positif
jogmfs coba chat gpt ndee,Netral,Netral
bantu banget kalo ajar chatgpt terkadang nonton tutorial youtube aja detil rinci chatgpt jelas paham,Positif,Positif
klo pake chatgpt tau ga sih turnitin,Negatif,Negatif
shivendramedia shamstahirkhan chat gpt puchta hu,Negatif,Netral
felipebudinich chat gpt es la punta del iceberg ,Netral,Netral
nikhilkalavale criccrazyjohns bhai tu chat gpt copy paste karta hnagt,Netral,Netral
chatgpt is my bestfriend currently,Netral,Netral
chatgpt vs bard experiment vs bing chat thd give tips to get excited when you return to work after a long holiday season tips semangat masuk kerja musim libur kemkominfo brinindonesia kemnakerri kempanrb,Positif,Positif
allylilie berat pake chatgpt ya kak bole spill gaa pake nya apaa huhu makasihh kak,Negatif,Negatif
cbskyia banget klo nemu error wkw auto stackoverflow kalo ga ya chat gpt wkw,Netral,Netral
azmiramawijaya tangkira chatgpt dah temen konten kreator indonesia kak,Positif,Positif
chat gpt eu me rendi,Netral,Netral
convomfs deepl chatgpt translate cakep,Netral,Netral
chat gpt menyerahh,Negatif,Netral
fzmrr chatgpt ni je salah faham maksud fadh chatgpt camne ni,Negatif,Negatif
disuru edit biografi sih agk berat tp ok gpp bismillah chatgpt,Negatif,Negatif
kerja provinsi baik indonesia chatgpt provinsi dki jakarta ai percaya banding kemendagri tito cc aniesbaswedan,Positif,Positif
pasang kencan online foto palsu ai riset sains ai chatgpt kencan,Negatif,Negatif
convomf ubah settingan bahasa kalo dr chat gpt settingannya,Netral,Netral
w ken langsung pinter kayak chatgpt ga pakek ajar gitu lho mas nopal chatgpt ajar lho dek training data ribu kali mangkanya jawab valid bener wes gek ndang lanjot ajar shiappp,Positif,Positif
kenalin beliau nih beliau ini zyozyoyo mommy chatgpt lanjut,Negatif,Negatif
vixrgo smgat klo malas pake chatgpt ajh,Negatif,Negatif
pake chatgpt jalan ninjaku,Netral,Netral
matiasgarciard chat gpt genera por pila,Negatif,Negatif
blio orang chatgpt kah,Netral,Netral
chat gpt sakti lhurr,Netral,Netral
larang chatgpt online italia sebab chatgpt italia openai,Netral,Netral
knp sih chatgpt aja jawab nyerah bgt searching nyari ga nemu chatgpt cercah harap,Positif,Positif
chatgpt gabisa review novel fiksi deh kayak buset ngawur banget heh,Positif,Positif
thiwitter pergunta pro chat gpt,Positif,Netral
nanya santet chatgpt sampe ngasih tau kalo papernya tetep sikeras santet gaada,Negatif,Positif
chat gpt hidup sepi,Netral,Netral
githii mrrightke yaani lazima ungeenda chatgpt,Netral,Netral
fzmrr maksud free chatgpt free kann,Netral,Netral
nobjn chatgpt kah,Netral,Netral
diskusi ku serah chat gpt,Netral,Netral
eng wow i just realized u used chatgpt to help me kalimat atas sadar chatgpt utk bantu yg sender bingung nih used sbg kalo gasalah used arti gmn nge bedain nya cont,Negatif,Negatif
oiya chatgpt,Netral,Netral
coba aplikasi ai generate contoh baris code program sy tiga bagus bantu sy coding yg chatgpt history yg lanjut cakap,Positif,Positif
yg aju bing searching generate chatgpt bing panggil ulang cakap sesi cakap batas chat klik tombol sapu cakap,Positif,Positif
 new bing chatbot ai microsoft yg base teknologi yg chatgpt gpt beda new bing integrasi mesin cari yg up to date sedia versi aplikasi mobile jd gak via browser,Netral,Positif
contoh yg sy copy aplikasi chatgpt aplikasi notion rapi hasil,Positif,Positif
 chatgpt chatbot ai yg kembang openai teknologi gptgpt salah unggul aplikasi history cakap yg panggil terus cakap bot aplikasi otomatis judul cakap,Positif,Positif
coba bantu aplikasi ai new bing bard chatgpt generate code program sederhana lihat hasil,Positif,Positif
chat gpt implementasi dialog npc game online gimana ya,Positif,Positif
mosalihh ellarum chat gpt enna arinje pinne ororutharkum oro assignment aayath kollam,Negatif,Negatif
tenang lur busak ae keling duso dadi ra enak dewe komedi cuwaaaak,Positif,Positif
chatgpt tolong,Netral,Netral
englishfess pake chatgpt aja suruh translate,Netral,Netral
nonoinvestidor pergunta pro chat gpt,Positif,Netral
temenan chatgpt kaya seru,Positif,Positif
mau chat gpt ga ya soale susah tebak,Positif,Positif
chatgpt unggul dokter saran empatik kualitas pasien,Positif,Positif
eng english nya wow ak sadar chatgpt bantu ya,Netral,Netral
jaseeeeeeee goalid kayak hitung dasar konsisten prime nya ambil prime yaudah ambil aja fernando llorente andrea belotti chatgpt pilih buffon konsisten prime nya ga bagus pas prime nya neuer kahn casillas,Positif,Positif
arus lancar move on mantan shorts ai ramadan lebaran hai temanteman tips nih bantu manfaat efektif pake chatgpt nyari solusi hasil muas,Positif,Positif
wkwk cerita chatgpt,Netral,Netral
dah gila tugas kerkel mku eh chatgpt,Negatif,Negatif
chatgpt naik icor indonesia turun efisiensi turun produktivitas struktural bijak fiskal,Positif,Positif
collegemenfess mending cariin manual gak menit ketemu nder chatgpt banyak sulit temu googlescholar chat ya,Positif,Positif
ngapa gue skripsi chatgpt mudah hidup,Positif,Positif
gelombang chatgpt warning didik cerdik portalnesia pn pnnews,Positif,Netral
hilalka akpli lan yoksa chat gpt,Netral,Netral
urus layan sehat chatbot chatgpt akurat detail empat dokter chatgpt sikap dokter,Positif,Positif
haye chatgpt buat kecewa inferior,Negatif,Negatif
collegemenfess sender kalo asli ai bayar pokok kalo nyari teori chatgpt ya,Positif,Positif
fav segi fiturnya kali ya pickaw sih kalo chatgpt udah chatgpt,Positif,Positif
tanyakanrl pake ai chatgpt aja mudah paham cepat ga ribet,Positif,Positif
replygpt ramawidjaya ganjarpranowo chatgpt blokir keminpo,Netral,Netral
sembah sujud yg bikin chatgpt,Netral,Netral
chatgpt kereta cepat indonesia biaya milyar usd mahal bengkak milyar usd,Positif,Positif
zackrockstar omaigod can use chatgpt tulis malay nnti chatgpt paham nak tulis ape,Negatif,Positif
friendliness ni sbb den duduk laptop especially travel attend event so is the choice of ai den camni yg berat den chatgpt sbb jawapannya context,Positif,Positif
chatgpt onboarding day den peras chatgpt ni kena creative and detail sikit prompting tu detail baguih open lari jawapan yg nak so for detail answer den prefer chatgpt for casual use phone den prefer,Positif,Positif
carryminati chat gpt ko bol teri jagah stream karle carryislive pe,Netral,Netral
kalimat aja aneh makan warteg iseng bayar bosqueee,Positif,Positif
buat chatgpt penuh syarat lindung data italia,Positif,Netral
tugas chatgpt,Netral,Netral
aakriooke jjanuism convomfs gw nonton audio,Netral,Netral
pjwhoon englishfess chatgpt nama kak search google tar nemu logo kek gitu,Netral,Netral
